Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Fani, A; Naseri, H; Golroo, A; Mirhassani, SA; Gandomi, AH",,,,"Fani, Amirhossein; Naseri, Hamed; Golroo, Amir; Mirhassani, S. Ali; Gandomi, Amir H.",,,,,,,,,,,,,,,,,,,,,"Gandomi, Amir H/J-7595-2013; Golroo, Amir/M-4651-2018; MirHassani, S. A./AAG-9801-2021","Gandomi, Amir H/0000-0002-2798-0104; Golroo, Amir/0000-0002-4222-9861; MirHassani, S. A./0000-0002-9894-7053; Naseri, Hamed/0000-0002-4151-330X",,,,,55,,,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Izadi, A; Zalnezhad, M; Makerani, PB; Zalnezhad, H",,,,"Izadi, Amir; Zalnezhad, Mahdi; Makerani, Pourya Bozorgi; Zalnezhad, Hossein",,,,,,,,,,,,,,,,,,,,,"Zalnezhad, Mahdi/HNC-4861-2023","Zalnezhad, Mahdi/0000-0002-8270-4233; Zalnezhad, Hossein/0000-0001-5571-1086",,,,,42,,,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Khan, MI; Sutanto, MH; Bin Napiah, M; Zoorob, SE; Yusoff, NIM; Usman, A; Memon, AM",,,,"Khan, Muhammad Imran; Sutanto, Muslich Hartadi; Bin Napiah, Madzlan; Zoorob, Salah E.; Yusoff, Nur Izzi Md; Usman, Aliyu; Memon, Abdul Muhaimin",,,,,,,,,,,,,,,,,,,,,"Khan, Muhammad Imran/G-6127-2019; Md Yusoff, Nur Izzi/I-2043-2019; USMAN, ALIYU/HKO-2484-2023","Khan, Muhammad Imran/0000-0002-7185-0622; Md Yusoff, Nur Izzi/0000-0003-4449-4981; USMAN, ALIYU/0000-0002-1319-5893; Napiah, Madzlan/0000-0001-9430-4264",,,,,83,,,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Razouki, SS; Al-Muhanna, R; Hashim, Z",,,,"Razouki, Sabah Said; Al-Muhanna, Raid; Hashim, Zahraa",,,,,,,,,,,,,,,,,,,,,"Almuhanna, Raid/AAE-4808-2021","Almuhanna, Raid/0000-0002-1426-0044",,,,,24,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Safavizadeh, SA; Cho, SH; Kim, YR",,,,"Safavizadeh, Seyed Amirshayan; Cho, Seong-Hwan; Kim, Youngsoo Richard",,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Yang, C; Wang, J; Xie, J; Wu, SP; Amirkhanian, S; Wang, FS; Zhang, L; Hu, J",,,,"Yang, Chao; Wang, Juan; Xie, Jun; Wu, Shaopeng; Amirkhanian, Serji; Wang, Fusong; Zhang, Lei; Hu, Jie",,,,,,,,,,,,,,,,,,,,,"Yang, Chao/AAC-9825-2019","Yang, Chao/0000-0001-6270-9398",,,,,32,,,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Yin, W; Lu, H; Yuan, J; Huang, BS",,,,"Yin, Wei; Lu, Hang; Yuan, Jie; Huang, Baoshan",,,,,,,,,,,,,,,,,,,,,"Huang, Baoshan/G-4974-2011","Huang, Baoshan/0000-0001-8551-0082; Yin, Wei/0000-0003-0520-9199; Lu, Hang/0000-0002-1010-540X",,,,,26,,,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Chen, Q; Lu, YF; Wang, CH; Han, B; Fu, H",,,,"Chen, Qian; Lu, Youfu; Wang, Chaohui; Han, Bing; Fu, Hao",,,,,,,,,,,,,,,,,,,,,,"Chen, Qian/0000-0003-1237-5873",,,,,33,,,10,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Li, Y; Li, JH; Hu, Y; Sun, LJ",,,,"Li, Yi; Li, Jiahao; Hu, Yue; Sun, Lijun",,,,,,,,,,,,,,,,,,,,,,"Li, Yi/0000-0002-6799-7007",,,,,24,,,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Sebaaly, H; Riviera, PP; Varma, S; Maina, JW; Santagata, E",,,,"Sebaaly, Haissam; Riviera, Pier Paolo; Varma, Sudhir; Maina, James W.; Santagata, Ezio",,,,,,,,,,,,,,,,,,,,,"Sebaaly, Haissam/AAP-2397-2021; Riviera, Pier Paolo/B-1402-2010","Riviera, Pier Paolo/0000-0003-1097-8670; Sebaaly, Haissam/0000-0002-1925-5818; Maina, James W./0000-0002-6927-7265",,,,,62,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Xiao, SQ; Tan, T; Xing, C; Tan, YQ",,,,"Xiao, Shen-qing; Tan, Tan; Xing, Chao; Tan, Yiqiu",,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,7,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Xie, SN; Yi, JY; Wang, HT; Yang, SH; Xu, M; Feng, DC",,,,"Xie, Sainan; Yi, Junyan; Wang, Hengting; Yang, Shih-Hsien; Xu, Meng; Feng, Decheng",,,,,,,,,,,,,,,,,,,,,,"xie, sainan/0000-0002-8969-4023; Yi, Junyan/0000-0001-6294-1701",,,,,41,,,12,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Alhasan, A; Smadi, O; Walton, R; Schleppi, BL",,,,"Alhasan, Ahmad; Smadi, Omar; Walton, Ryan; Schleppi, Brian L.",,,,,,,,,,,,,,,,,,,,,"Smadi, Omar/GLR-0674-2022",,,,,,51,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Rahman, T; Dawson, A; Thom, N; Ahmed, I; Carvajal-Munoz, JS",,,,"Rahman, Taqia; Dawson, Andrew; Thom, Nick; Ahmed, Imtiaz; Carvajal-Munoz, Juan S.",,,,,,,,,,,,,,,,,,,,,"Ahmed, Imtiaz/GSE-2823-2022; Rahman, Taqia/AAJ-4936-2020; Dawson, Andrew/S-2519-2016","Ahmed, Imtiaz/0000-0002-6736-1631; Rahman, Taqia/0000-0001-6850-2865; Thom, Nicholas/0000-0003-2012-1902; Carvajal, Juan/0000-0002-9388-0590; Dawson, Andrew/0000-0002-7048-2776",,,,,62,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Arce, ODG; Zhang, ZM",,,,"Arce, Oscar Daniel Galvis; Zhang, Zhanmin",,,,,,,,,,,,,,,,,,,,,"; Zhang, Zhanmin/I-8424-2014","Galvis Arce, Oscar/0000-0002-9911-9671; Zhang, Zhanmin/0000-0001-7434-9393",,,,,44,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Buchner, J; Wistuba, MP; Dasek, O; Staschkiewicz, M; Soenen, H; Zofka, A; Remmler, T",,,,"Buchner, Johannes; Wistuba, Michael P.; Dasek, Ondrej; Staschkiewicz, Matthias; Soenen, Hilde; Zofka, Adam; Remmler, Torsten",,,,,,,,,,,,,,,,,,,,,"Büchner, Johannes/AFJ-5186-2022","Büchner, Johannes/0000-0002-3844-0218; Soenen, Hilde/0000-0002-5311-500X; Wistuba, Michael P./0000-0002-4406-7050; Dasek, Ondrej/0000-0002-0615-6490; Zofka, Adam/0000-0002-6541-5966",,,,,52,,,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Gornas, P; Pozarycki, A; Slowik, M; Turkot, A",,,,"Gornas, P.; Pozarycki, A.; Slowik, M.; Turkot, A.",,,,,,,,,,,,,,,,,,,,,"Górnaś, Przemysław/G-5867-2014; Słowik, Mieczysław/L-9332-2014; Pozarycki, Andrzej/M-2310-2014","Górnaś, Przemysław/0000-0002-0632-4191; Słowik, Mieczysław/0000-0001-8049-591X; Turkot, Adam/0000-0001-5888-138X; Pozarycki, Andrzej/0000-0002-1321-066X",,,,,22,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Izaks, R; Rathore, M; Haritonovs, V; Zaumanis, M",,,,"Izaks, Rolands; Rathore, Mukul; Haritonovs, Viktors; Zaumanis, Martins",,,,,,,,,,,,,,,,,,,,,"Zaumanis, Martins/AAH-3127-2020","RATHORE, MUKUL/0000-0002-1205-5362; Zaumanis, Martins/0000-0003-4768-7500",,,,,21,,,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Tahmoorian, F; Samali, B; Yeaman, J; Mirzababaei, M",,,,"Tahmoorian, Farzaneh; Samali, Bijan; Yeaman, John; Mirzababaei, Mehdi",,,,,,,,,,,,,,,,,,,,,,"Mirzababaei, Mehdi/0000-0002-4801-8811; Tahmoorian, Farzaneh/0000-0002-5158-2077",,,,,65,,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Zhao, KC; Wang, YH",,,,"Zhao, Kecheng; Wang, Yuhong",,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,21,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Mondal, PG; Kuna, K",,,,"Ghosh Mondal, Purbayan; Kuna, Kranthi",,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Hwayyis, K; Hassan, R; Fahey, MT",,,,"Hwayyis, Khulood; Hassan, Rayya; Fahey, Michael T.",,,,,,,,,,,,,,,,,,,,,,"Hassan, Rayya/0000-0001-5241-6049",,,,,48,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Olowosulu, AT; Kaura, JM; Murana, AA; Adeke, PT",,,,"Olowosulu, A. T.; Kaura, J. M.; Murana, A. A.; Adeke, P. T.",,,,,,,,,,,,,,,,,,,,,"Adeke, Paul Terkumbur/HKM-8799-2023","Adeke, Paul Terkumbur/0000-0003-2939-8465; KAURA, JIBRIN MOHAMMED/0000-0002-3491-5482; MURANA, ABDULFATAI ADINOYI/0000-0001-9433-6354",,,,,69,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Guduru, G; Tavva, TL; Kuna, K",,,,"Guduru, Gurunath; Tavva, Tejaswini Lakshmi; Kuna, Kranthi",,,,,,,,,,,,,,,,,,,,,,"Guduru, Gurunath/0000-0001-8408-8043",,,,,63,,,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Yang, WR; Zhang, K; Yuan, J; Li, HY; Feng, ZM",,,,"Yang, Wen-rui; Zhang, Kai; Yuan, Jiao; Li, Hui-ying; Feng, Zhong-min",,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Vu, VT; Chupin, O; Piau, JM; Hammoum, F",,,,"Vu, V. T.; Chupin, O.; Piau, J. -M.; Hammoum, F.",,,,,,,,,,,,,,,,,,,,,,"Chupin, Olivier/0000-0001-5583-2515",,,,,20,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Yu, B; Peng, WZ; Liu, JZ; Zhang, JY; Li, W; Hong, QZ",,,,"Yu, Bin; Peng, Weizhi; Liu, Jinzhou; Zhang, Jiayu; Li, Wei; Hong, Qianzhe",,,,,,,,,,,,,,,,,,,,,"Yu, Bin/HJI-9692-2023","Yu, Bin/0000-0002-4978-362X; Liu, Jinzhou/0000-0002-4494-4340",,,,,13,,,7,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Bryce, J; Ihnat, Z",,,,"Bryce, James; Ihnat, Zack",,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Eleyedath, A; Swamy, AK",,,,"Eleyedath, Abhary; Swamy, Aravind Krishna",,,,,,,,,,,,,,,,,,,,,"Eleyedath, Abhary/AAS-8107-2021","Eleyedath, Abhary/0000-0002-7440-8450",,,,,74,,,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Yu, WY; Li, JQ; Yang, GW; Wang, KCP; Attoh-Okine, N",,,,"Yu, Wenying; Li, Joshua Qiang; Yang, Guangwei; Wang, Kelvin C. P.; Attoh-Okine, Nii",,,,,,,,,,,,,,,,,,,,,,"yang, guangwei/0000-0002-0870-2440; Li, Joshua Qiang/0000-0002-2632-7808",,,,,31,,,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Grossegger, D; Garcia, A; Airey, G",,,,"Grossegger, Daniel; Garcia, Alvaro; Airey, Gordon",,,,,,,,,,,,,,,,,,,,,"Grossegger, Daniel/AFV-0089-2022; Garcia Hernandez, Alvaro/ABB-9978-2021","Garcia Hernandez, Alvaro/0000-0001-8730-6632",,,,,30,,,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Garcia-Segura, T; Montalban-Domingo, L; Llopis-Castello, D; Lepech, MD; Sanz, MA; Pellicer, E",,,,"Garcia-Segura, Tatiana; Montalban-Domingo, Laura; Llopis-Castello, David; Lepech, Michael D.; Sanz, M. Amalia; Pellicer, Eugenio",,,,,,,,,,,,,,,,,,,,,"Pellicer, Eugenio/B-5593-2012; Sanz-Benlloch, Maria Amalia/L-1152-2017; García-Segura, Tatiana/AFL-5297-2022; Castelló, David Llopis/D-7869-2019; Montalban-Domingo, Laura/E-7715-2014","Pellicer, Eugenio/0000-0001-9100-0644; Sanz-Benlloch, Maria Amalia/0000-0001-8051-0649; García-Segura, Tatiana/0000-0002-7059-0566; Castelló, David Llopis/0000-0002-9228-5407; Montalban-Domingo, Laura/0000-0002-9506-0350",,,,,46,,,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Jiang, W; Yuan, DD; Shan, JH; Ye, WL; Lu, HH; Sha, AM",,,,"Jiang, Wei; Yuan, Dongdong; Shan, Jinhuan; Ye, Wanli; Lu, Hehe; Sha, Aimin",,,,,,,,,,,,,,,,,,,,,"Vasilev, Yuriy/I-8197-2013","Vasilev, Yuriy/0000-0002-1634-0152",,,,,45,,,44,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Liu, CL; Wu, DF; Li, YS; Jiang, SC; Du, YC",,,,"Liu, Chenglong; Wu, Difei; Li, Yishun; Jiang, Shengchuan; Du, Yuchuan",,,,,,,,,,,,,,,,,,,,,"LI, Yishun/GWV-4207-2022; Liu, Chenglong/S-3352-2017","LI, Yishun/0000-0002-7424-1937; Liu, Chenglong/0000-0002-8421-7017",,,,,51,,,4,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Ziari, H; Keymanesh, MR; Zalnezhad, H",,,,"Ziari, Hassan; Keymanesh, Mahmood Reza; Zalnezhad, Hossein",,,,,,,,,,,,,,,,,,,,,"Ziari, Hassan/T-1167-2018","Ziari, Hassan/0000-0003-3048-0976; Zalnezhad, Hossein/0000-0001-5571-1086",,,,,28,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Jitsangiam, P; Kumlai, S; Nikraz, H",,,,"Jitsangiam, Peerapong; Kumlai, Sarayoot; Nikraz, Hamid",,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Kaushik, S; Siddagangaiah, AK",,,,"Kaushik, Supratim; Siddagangaiah, Anjan Kumar",,,,,,,,,,,,,,,,,,,,,,"SIDDAGANGAIAH, ANJAN KUMAR/0000-0002-1634-9405",,,,,29,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Chu, LJ; He, L; Fwa, TF",,,,"Chu, Longjia; He, Lei; Fwa, Tien Fang",,,,,,,,,,,,,,,,,,,,,"Fwa, Tien F/M-9938-2013","Fwa, Tien/0000-0002-4844-6074",,,,,39,,,11,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Zaidi, SBA; Grenfell, J; Airey, G; Ahmad, N; Ahmed, I; Fareed, A; Abed, A",,,,"Zaidi, Syed Bilal Ahmed; Grenfell, James; Airey, Gordon; Ahmad, Naveed; Ahmed, Imtiaz; Fareed, Ayyaz; Abed, Ahmed",,,,,,,,,,,,,,,,,,,,,"Ahmed, Imtiaz/GSE-2823-2022","Ahmed, Imtiaz/0000-0002-6736-1631; Zaidi, Syed Bilal Ahmed/0000-0002-4058-9601; Abed, Ahmed/0000-0002-6822-5519",,,,,34,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Cuciniello, G; Filippi, S; Cappello, M; Leandri, P; Polacco, G",,,,"Cuciniello, Giacomo; Filippi, Sara; Cappello, Miriam; Leandri, Pietro; Polacco, Giovanni",,,,,,,,,,,,,,,,,,,,,"Cappello, Miriam/HJI-3061-2023","Cappello, Miriam/0000-0002-8938-1414; Cuciniello, Giacomo/0000-0002-8111-5672",,,,,29,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Abdelazim, S; El-Hakim, M; Hossain, K; Volovski, M",,,,"Abdelazim, Shady; El-Hakim, M.; Hossain, K.; Volovski, M.",,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Edmondson, V; Ardill, O; Martin, J; Lim, M; Kane, M; Woodward, J",,,,"Edmondson, Vikki; Ardill, Owen; Martin, James; Lim, Michael; Kane, Malal; Woodward, John",,,,,,,,,,,,,,,,,,,,,"Woodward, John/I-1046-2013; kane, malal/P-5825-2017; Edmondson, Vikki/HJY-8340-2023","kane, malal/0000-0002-7593-4268; Lim, Michael/0000-0002-6507-6773; Woodward, John/0000-0002-4980-4080",,,,,47,,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Jafarian, S; Modarres, A",,,,"Jafarian, Sajjad; Modarres, Amir",,,,,,,,,,,,,,,,,,,,,"Modarres, Amir/AAC-9517-2022","Modarres, Amir/0000-0002-1132-4129",,,,,44,,,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Jamrah, AA; Kutay, ME",,,,"Jamrah, Anas A.; Kutay, M. Emin",,,,,,,,,,,,,,,,,,,,,"Kutay, Muhammed E/H-8031-2013",,,,,,39,,,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Mikhailenko, P; Piao, ZY; Kakar, MR; Bueno, M; Athari, S; Pieren, R; Heutschi, K; Poulikakos, L",,,,"Mikhailenko, Peter; Piao, Zhengyin; Kakar, Muhammad Rafiq; Bueno, Moises; Athari, Sahand; Pieren, Reto; Heutschi, Kurt; Poulikakos, Lily",,,,,,,,,,,,,,,,,,,,,"Piao, Zhengyin/AAP-1626-2020; Pieren, Reto/H-8150-2018","Piao, Zhengyin/0000-0001-9034-447X; Kakar, Muhammad Rafiq Khan/0000-0001-8669-897X; Pieren, Reto/0000-0001-5280-2230; Mikhailenko, Peter/0000-0001-6359-2937; Poulikakos, Lily/0000-0002-7011-0542",,,,,180,,,19,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Daneshvar, D; Motamed, A; Imaninasab, R",,,,"Daneshvar, Dana; Motamed, Arash; Imaninasab, Reza",,,,,,,,,,,,,,,,,,,,,,"Daneshvar, Dana/0000-0003-3785-7967",,,,,55,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Phan, TM; Le, THM; Park, DW",,,,"Phan, Tam Minh; Le, Tri Ho Minh; Park, Dae-Wook",,,,,,,,,,,,,,,,,,,,,"Le, Tri Ho Minh/AAE-3367-2021","Le, Tri Ho Minh/0000-0001-9841-4882; Phan, Tam M./0000-0001-8696-9207",,,,,36,,,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Xiao, FP; Zong, QD; Wang, JG; Chen, J; Liu, J",,,,"Xiao, Feipeng; Zong, Qidi; Wang, Jingang; Chen, Jun; Liu, Ji",,,,,,,,,,,,,,,,,,,,,"宗, 启迪/GSE-0660-2022",,,,,,20,,,5,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"van den Boomen, M; Bakker, HLM; Schraven, DFJ; Hertogh, MJCM",,,,"van den Boomen, M. (Martine); Bakker, H. L. M. (Hans); Schraven, D. F. J. (Daan); Hertogh, M. J. C. M. (Marcel)",,,,,,,,,,,,,,,,,,,,,,"Schraven, Daan/0000-0003-0647-1172",,,,,55,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Leiva-Padilla, P; Moreno-Navarro, F; Iglesias, GR; Rubio-Gamez, MC",,,,"Leiva-Padilla, P.; Moreno-Navarro, F.; Iglesias, G. R.; Rubio-Gamez, M. C.",,,,,,,,,,,,,,,,,,,,,"Leiva-Padilla, Paulina/S-1717-2017; Salto, Guillermo Iglesias/H-3415-2012; Rubio-Gámez, M Carmen/U-8822-2019; Iglesias, Guillermo/HJI-8518-2023","Leiva-Padilla, Paulina/0000-0002-3650-859X; Salto, Guillermo Iglesias/0000-0002-5623-1516; Rubio-Gámez, M Carmen/0000-0002-1874-5129; ",,,,,47,,,10,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Shan, A; Hafeez, I; Hussan, S; Jamil, MB",,,,"Shan, Ali; Hafeez, Imran; Hussan, Sabahat; Jamil, Malik Bilal",,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Fuentes, L; Taborda, K; Hu, XD; Horak, E; Bai, T; Walubita, LF",,,,"Fuentes, Luis; Taborda, Katherine; Hu, Xiaodi; Horak, Emile; Bai, Tao; Walubita, Lubinda F.",,,,,,,,,,,,,,,,,,,,,"Fuentes, Luis/ABF-1608-2020","Fuentes, Luis/0000-0002-7811-8821",,,,,54,,,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Ghabchi, R; Dharmarathna, CP",,,,"Ghabchi, Rouzbeh; Dharmarathna, Chamika Prashan",,,,,,,,,,,,,,,,,,,,,,"Ghabchi, Rouzbeh/0000-0002-3827-6315",,,,,37,,,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Alves, TD; Pereira, PAM; Motta, R; Vasconcelos, K; Teixeira, JL; Bernucci, L",,,,"Alves, Talita de Freitas; Moraes Pereira, Paulo Andre; Motta, Rosangela; Vasconcelos, Kamilla; Teixeira, Jamilla Lutif; Bernucci, Liedi",,,,,,,,,,,,,,,,,,,,,"Motta, Rosangela/AAX-8388-2021; Vasconcelos, Kamilla/L-6324-2016; Bernucci, Liedi/ABF-9264-2021; Teixeira, Jamilla Emi Sudo Lutif/AAT-3709-2021","Motta, Rosangela/0000-0002-6005-8285; Vasconcelos, Kamilla/0000-0003-4305-4829; Bernucci, Liedi/0000-0002-4768-0993; Teixeira, Jamilla Emi Sudo Lutif/0000-0001-7805-4218; Andre Moraes Pereira, Paulo/0000-0002-4499-9384; De Freitas Alves, Talita/0000-0002-6432-4325",,,,,56,,,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Awed, AM; Tarbay, EW; El-Badawy, SM; Azam, AM",,,,"Awed, Ahmed M.; Tarbay, Eman W.; El-Badawy, Sherif M.; Azam, Abdelhalim M.",,,,,,,,,,,,,,,,,,,,,"Awed, Ahmed M./O-2586-2018; El-Badawy, Sherif/AGD-5815-2022","Awed, Ahmed M./0000-0001-7951-1636; El-Badawy, Sherif/0000-0001-8348-1580; Azam, Abdelhalim/0000-0001-6749-3936",,,,,65,,,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Chen, Y; Xu, SB; Tebaldi, G; Romeo, E",,,,"Chen, Yu; Xu, Shibing; Tebaldi, Gabriele; Romeo, Elena",,,,,,,,,,,,,,,,,,,,,,"Romeo, Elena/0000-0001-5387-1246",,,,,211,,,18,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Liu, BJ; Shi, JY; He, YT; Yang, YX; Jiang, JY; He, ZH",,,,"Liu, Baoju; Shi, Jinyan; He, Yitian; Yang, Yuanxia; Jiang, Junyi; He, Zhihai",,,,,,,,,,,,,,,,,,,,,"jiang, jun/GWC-9329-2022; shi, jin/GQZ-1206-2022","Baoju, Liu/0000-0003-4012-9901; Shi, Jinyan/0000-0002-6641-2097",,,,,54,,,12,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Shi, XL; Zhang, HL; Bu, XD; Zhang, GW; Zhang, H; Kang, HN",,,,"Shi, Xiaoli; Zhang, Hongliang; Bu, Xinde; Zhang, Gaowang; Zhang, Hao; Kang, Haonan",,,,,,,,,,,,,,,,,,,,,,"Zhang, Gaowang/0000-0002-0682-521X",,,,,31,,,7,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Zhang, RH; Sias, JE; Dave, EV",,,,"Zhang, Runhua; Sias, Jo E.; Dave, Eshan V.",,,,,,,,,,,,,,,,,,,,,"Dave, Eshan/G-2937-2010","Dave, Eshan/0000-0001-9788-2246; Sias, Jo/0000-0001-5284-0392",,,,,38,,,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
J,"Asadi, B; Tabatabaee, N",,,,"Asadi, Babak; Tabatabaee, Nader",,,,,,,,,,,,,,,,,,,,,"Asadi, Babak/GNH-6603-2022","Asadi, Babak/0000-0002-4946-8793",,,,,39,,,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-08,,0
