Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Liu, ZQ; Chu, RT",,,,"Liu, Zhiquan; Chu, Ruiting",,,,,,,,,,,,,,,,,,,,,,"Liu, Zhiquan/0000-0002-8031-8793",,,,,31,,,5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Maghareh, A; Dyke, SJ; Silva, CE",,,,"Maghareh, Amin; Dyke, Shirley J.; Silva, Christian E.",,,,,,,,,,,,,,,,,,,,,"Silva, Christian E./AAM-9538-2020","Silva, Christian E./0000-0003-2176-4918",,,,,26,,,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Mao, ZH; Yan, XG; Jiang, B; Chen, M",,,,"Mao, Zehui; Yan, Xing-Gang; Jiang, Bin; Chen, Mou",,,,,,,,,,,,,,,,,,,,,,"Yan, Xing-Gang/0000-0003-2217-8398",,,,,32,,,13,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Wan, LL; Su, YX; Zhang, HJ; Shi, BH; AbouOmar, MS",,,,"Wan, Lili; Su, Yixin; Zhang, Huajun; Shi, Binghua; AbouOmar, Mahmoud S.",,,,,,,,,,,,,,,,,,,,,,"S. AbouOmar, Mahmoud/0000-0001-5370-4683; Shi, Binghua/0000-0003-4469-5759",,,,,51,,,18,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Yoshida, I; Shuku, T",,,,"Yoshida, Ikumasa; Shuku, Takayuki",,,,,,,,,,,,,,,,,,,,,,"Yoshida, Ikumasa/0000-0001-9770-2233",,,,,37,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Sharma, AK; Bouteldja, M; Cerezo, V",,,,"Sharma, Anshul Kumar; Bouteldja, Mohamed; Cerezo, Veronique",,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Chang, WJ; Chang, CM; Lin, YH; Du, JL",,,,"Chang, Wen-Jer; Chang, Chih-Ming; Lin, Yann-Horng; Du, Jialu",,,,,,,,,,,,,,,,,,,,,"Lin, Yann-Horng/HGT-7928-2022","Lin, Yann-Horng/0000-0002-4967-8299",,,,,44,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhang, XG; Qi, ZH; Wang, G; Guo, SD; Qu, FZ",,,,"Zhang, Xingang; Qi, Zhaohui; Wang, Gang; Guo, Shudong; Qu, Fuzheng",,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Yao, XL; Wang, XW",,,,"Yao, Xuliang; Wang, Xiaowei",,,,,,,,,,,,,,,,,,,,,,"Wang, Xiaowei/0000-0002-8957-9092",,,,,31,,,5,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Liang, X; Cheng, L; Liu, TQ; Du, JB",,,,"Liang, Xuan; Cheng, Lin; Liu, TianQiao; Du, JianBin",,,,,,,,,,,,,,,,,,,,,"Liang, Xuan/AAC-6679-2022; Du, Jianbin/N-9258-2018","Du, Jianbin/0000-0001-7575-4067",,,,,45,,,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Chilinski, B; Mackojc, A; Zalewski, R; Mackojc, K",,,,"Chilinski, Bogumil; Mackojc, Anna; Zalewski, Robert; Mackojc, Krzysztof",,,,,,,,,,,,,,,,,,,,,,"Mackojc, Anna/0000-0002-0473-3653; Chilinski, Bogumil/0000-0001-6085-2596",,,,,22,,,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Diachuk, M; Easa, SM; Bannis, J",,,,"Diachuk, Maksym; Easa, Said M.; Bannis, Joel",,,,,,,,,,,,,,,,,,,,,"Diachuk, Maksym/AFK-5839-2022; Diachuk, Maksym/AAG-4230-2022","Easa, Said/0000-0003-0754-138X",,,,,18,,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Pang, Y; MacKunis, W",,,,"Pang, Yan; MacKunis, William",,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Wang, Z; Xu, GS; Li, Q; Wu, B",,,,"Wang, Zhen; Xu, Guoshan; Li, Qiang; Wu, Bin",,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Huang, X; Kwon, OS",,,,"Huang, Xu; Kwon, Oh-Sung",,,,,,,,,,,,,,,,,,,,,"Huang, Xu/AAR-4289-2021; Kwon, Oh-Sung/H-1059-2013","Huang, Xu/0000-0002-2276-3514; Kwon, Oh-Sung/0000-0002-3292-9194",,,,,31,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Ji, Y; Xing, YF",,,,"Ji, Yi; Xing, Yufeng",,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Liang, CL; Zhang, XK",,,,"Liang, Cailei; Zhang, Xianku",,,,,,,,,,,,,,,,,,,,,,"Liang, Cailei/0000-0002-8691-836X",,,,,31,,,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Lv, PF; He, B; Guo, J; Shen, Y; Yan, TH; Sha, QX",,,,"Lv, Peng-Fei; He, Bo; Guo, Jia; Shen, Yue; Yan, Tian-Hong; Sha, Qi-Xin",,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,17,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Soroushian, A; Amiri, S",,,,"Soroushian, A.; Amiri, S.",,,,,,,,,,,,,,,,,,,,,"Soroushian, Aram/AAA-7828-2022; amiri, saeed/AAA-8367-2021","Soroushian, Aram/0000-0001-5047-5969; Amiri, Saeed/0000-0002-0077-4298",,,,,59,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Huang, X; Kwon, OS",,,,"Huang, Xu; Kwon, Oh-Sung",,,,,,,,,,,,,,,,,,,,,"Huang, Xu/AAR-4289-2021; Kwon, Oh-Sung/H-1059-2013","Huang, Xu/0000-0002-2276-3514; Kwon, Oh-Sung/0000-0002-3292-9194",,,,,50,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Asadi, K; Suresh, AK; Ender, A; Gotad, S; Maniyar, S; Anand, S; Noghabaei, M; Han, K; Lobaton, E; Wu, TF",,,,"Asadi, Khashayar; Suresh, Akshay Kalkunte; Ender, Alper; Gotad, Siddhesh; Maniyar, Suraj; Anand, Smit; Noghabaei, Mojtaba; Han, Kevin; Lobaton, Edgar; Wu, Tianfu",,,,,,,,,,,,,,,,,,,,,"Noghabaei, Mojtaba/AAG-1431-2020; Rui, Shao/AAQ-9346-2020","Noghabaei, Mojtaba/0000-0002-2248-1840; Han, Kevin/0000-0002-2995-8381; Lobaton, Edgar/0000-0002-4056-8309",,,,,87,,,15,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Bell, ZI; Nezvadovitz, J; Parikh, A; Schwartz, EM; Dixon, WE",,,,"Bell, Zachary Ian; Nezvadovitz, Jason; Parikh, Anup; Schwartz, Eric M.; Dixon, Warren E.",,,,,,,,,,,,,,,,,,,,,"Dixon, Warren E/F-5238-2015","Dixon, Warren E/0000-0002-5091-181X",,,,,34,,,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Chen, T; Kau, D; Tai, Y; Chen, CYJ",,,,"Chen, Tim; Kau, Dar; Tai, Y.; Chen, C. Y. J.",,,,,,,,,,,,,,,,,,,,,,"Chen, CJ/0000-0003-3766-4612",,,,,17,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Chen, T; Lohnash, M; Owens, E; Chen, CYJ",,,,"Chen, Tim; Lohnash, Megan; Owens, Emmanuel; Chen, C. Y. J.",,,,,,,,,,,,,,,,,,,,,,"Chen, CJ/0000-0003-3766-4612",,,,,48,,,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Cho, GR; Li, JH; Park, D; Jung, JH",,,,"Cho, Gun Rae; Li, Ji-Hong; Park, Daegil; Jung, Je Hyung",,,,,,,,,,,,,,,,,,,,,"Li, Ji-Hong/AAI-2911-2020","Jung, Dr Je Hyung/0000-0002-2525-8337",,,,,45,,,6,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Gibson, SB; Stilwell, DJ",,,,"Gibson, Scott B.; Stilwell, Daniel J.",,,,,,,,,,,,,,,,,,,,,"Gibson, Scott/AAG-4220-2020","Stilwell, Dan/0000-0002-5410-2024",,,,,20,,,3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Keane, JR; Forrest, AL; Johannsson, H; Battle, D",,,,"Keane, James R.; Forrest, Alexander L.; Johannsson, Hordur; Battle, David",,,,,,,,,,,,,,,,,,,,,"Forrest, Alexander L/C-3765-2014","Forrest, Alexander L/0000-0002-7853-9765; Keane, James/0000-0003-1857-0354",,,,,28,,,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Kwon, SB; Bathe, KJ; Noh, G",,,,"Kwon, Sun-Beom; Bathe, Klaus-Jurgen; Noh, Gunwoo",,,,,,,,,,,,,,,,,,,,,,"Kwon, Sun-Beom/0000-0002-3605-5463; Noh, Gunwoo/0000-0003-4817-7932",,,,,49,,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Lakshmanan, AK; Elara, MR; Ramalingam, B; Le, AV; Veerajagadeshwar, P; Tiwari, K; Ilyas, M",,,,"Lakshmanan, Anirudh Krishna; Elara, Mohan Rajesh; Ramalingam, Balakrishnan; Anh Vu Le; Veerajagadeshwar, Prabahar; Tiwari, Kamlesh; Ilyas, Muhammad",,,,,,,,,,,,,,,,,,,,,"Le, Anh Vu/G-2886-2019; Mohan, Rajesh Elara/K-9199-2018; Veerajagadheswar, Prabakaran/AGQ-1829-2022","Le, Anh Vu/0000-0002-4804-7540; Mohan, Rajesh Elara/0000-0001-6504-1530; MUHAMMAD, ILYAS/0000-0001-7555-3839",,,,,38,,,14,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Nakashima, M",,,,"Nakashima, Masayoshi",,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,6,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Oborin, E; Irschik, H",,,,"Oborin, Evgenii; Irschik, Hans",,,,,,,,,,,,,,,,,,,,,"Oborin, Evgenii/D-6647-2015","Oborin, Evgenii/0000-0001-6425-0365",,,,,23,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Ranganathan, T; Singh, V; Thondiyath, A",,,,"Ranganathan, Thiyagarajan; Singh, Vijendra; Thondiyath, Asokan",,,,,,,,,,,,,,,,,,,,,"Ranganathan, Thiyagarajan/GLT-1219-2022","Thondiyath, Asokan/0000-0002-5474-3999",,,,,28,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Wang, JQ; Wang, C; Wei, YJ; Zhang, CJ",,,,"Wang, Jinqiang; Wang, Cong; Wei, Yingjie; Zhang, Chengju",,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,3,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhang, GP; Zheng, C; Qiu, LH; Sun, SB",,,,"Zhang, Guang-pu; Zheng, Ce; Qiu, Long-hao; Sun, Si-bo",,,,,,,,,,,,,,,,,,,,,,"Zheng, Ce/0000-0002-3569-2700",,,,,24,,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhang, JQ; Yu, SH; Yan, Y",,,,"Zhang, Jingqi; Yu, Shuanghe; Yan, Yan",,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,15,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhao, YJ; Qi, X; Incecik, A; Ma, Y; Li, ZX",,,,"Zhao, Yujiao; Qi, Xin; Incecik, Atilla; Ma, Yong; Li, Zhixiong",,,,,,,,,,,,,,,,,,,,,"Li, Zhixiong/G-8418-2018","Li, Zhixiong/0000-0002-7265-0008; Ma, Yong/0000-0003-0418-9210",,,,,32,,,16,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhu, GB; Du, JL",,,,"Zhu, Guibing; Du, Jialu",,,,,,,,,,,,,,,,,,,,,"Zhu, Guibing/HHZ-2170-2022","Zhu, Guibing/0000-0002-8267-9437",,,,,33,,,16,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Huang, L; Chen, C; Chen, MH; Guo, T",,,,"Huang, Liang; Chen, Cheng; Chen, Menghui; Guo, Tong",,,,,,,,,,,,,,,,,,,,,,"Huang, Liang/0000-0003-3921-3671",,,,,45,,,5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Guerrero, J; Torres, J; Creuze, V; Chemori, A",,,,"Guerrero, J.; Torres, J.; Creuze, V; Chemori, A.",,,,,,,,,,,,,,,,,,,,,"Tavares, Jesús Norberto Guerrero/K-2935-2019; Chemori, Ahmed/AFM-0142-2022; Chemori, Ahmed/AAH-2481-2022","Chemori, Ahmed/0000-0001-9739-9473; Chemori, Ahmed/0000-0001-9739-9473",,,,,32,,,14,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Qin, HD; Li, CP; Sun, YC; Wang, N",,,,"Qin, Hongde; Li, Chengpeng; Sun, Yanchao; Wang, Ning",,,,,,,,,,,,,,,,,,,,,"Wang, Ning/B-2777-2012","Wang, Ning/0000-0003-1745-1425",,,,,35,,,8,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhou, CH; Gu, SD; Wen, YQ; Du, Z; Xiao, CS; Huang, L; Zhu, M",,,,"Zhou, Chunhui; Gu, Shangding; Wen, Yuanqiao; Du, Zhe; Xiao, Changshi; Huang, Liang; Zhu, Man",,,,,,,,,,,,,,,,,,,,,"huang, liang/AAX-6388-2021; Du, Zhe/HNI-0122-2023","huang, liang/0000-0003-3233-4446",,,,,149,,,79,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhu, M; Sun, WQ; Hahn, A; Wen, YQ; Xiao, CS; Tao, W",,,,"Zhu, Man; Sun, Wuqiang; Hahn, Axel; Wen, Yuanqiao; Xiao, Changshi; Tao, Wei",,,,,,,,,,,,,,,,,,,,,,"Hahn, Axel/0000-0003-2240-5351",,,,,52,,,6,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Bas, EE; Moustafa, MA; Pekcan, G",,,,"Bas, Elif Ecem; Moustafa, Mohamed A.; Pekcan, Gokhan",,,,,,,,,,,,,,,,,,,,,,"Moustafa, Mohamed A./0000-0002-1006-7685",,,,,45,,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Abosekeen, A; Noureldin, A; Korenberg, MJ",,,,"Abosekeen, Ashraf; Noureldin, Aboelmagd; Korenberg, Michael J.",,,,,,,,,,,,,,,,,,,,,"Noureldin, Aboelmagd/AAM-2759-2020; Abosekeen, Ashraf/N-9365-2019","Noureldin, Aboelmagd/0000-0001-6614-7783; Abosekeen, Ashraf/0000-0002-6319-2877",,,,,47,,,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Alobaidi, MH; Meguid, MA; Chebana, F",,,,"Alobaidi, Mohammad H.; Meguid, Mohamed A.; Chebana, Fateh",,,,,,,,,,,,,,,,,,,,,"Alobaidi, Mohammad/ABA-9668-2020; Meguid, Mohamed/A-6003-2008","Meguid, Mohamed/0000-0002-5559-194X",,,,,31,,,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Chen, PC; Ting, GC; Li, CH",,,,"Chen, Pei-Ching; Ting, Guan-Chung; Li, Chao-Hsien",,,,,,,,,,,,,,,,,,,,,"Chen, Pei-Ching/AAN-7322-2020; Li, Chao-Hsien/GYV-4169-2022","Chen, Pei-Ching/0000-0001-7626-3454",,,,,24,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"He, HC; Xu, SW; Wang, L; Li, B",,,,"He, Huacheng; Xu, Shengwen; Wang, Lei; Li, Bo",,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Khalkhali, MB; Vahedian, A; Yazdi, HS",,,,"Khalkhali, Maryam Baradaran; Vahedian, Abedin; Yazdi, Hadi Sadoghi",,,,,,,,,,,,,,,,,,,,,,"Vahedian, Abedin/0000-0002-8495-640X",,,,,32,,,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Kim, J",,,,"Kim, Jonghoek",,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Kumar, YH; Tripathi, U; Singh, B",,,,"Kumar, Yasasvi Harish; Tripathi, Utkarsh; Singh, Balbir",,,,,,,,,,,,,,,,,,,,,"SINGH, BALBIR/AAF-2438-2019","SINGH, BALBIR/0000-0001-9591-3694",,,,,22,,,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Miah, S; Milonidis, E; Kaparias, I; Karcanias, N",,,,"Miah, Shahjahan; Milonidis, Efstathios; Kaparias, Ioannis; Karcanias, Nicholas",,,,,,,,,,,,,,,,,,,,,,"Kaparias, Ioannis/0000-0002-8857-1865",,,,,33,,,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Nandy, S; Prabhu, JJ; Nagarajan, V; Sha, OP",,,,"Nandy, Subhashis; Prabhu, Joseph J.; Nagarajan, Vishwanath; Sha, Om Prakash",,,,,,,,,,,,,,,,,,,,,"PRABHU, JOSEPH/AAE-5800-2019","PRABHU, JOSEPH/0000-0002-5794-6388; Prabhu, Joseph/0000-0003-2589-8884; Nagarajan, Vishwanath/0000-0002-2689-1505; nandy, subhashis/0000-0002-8132-8926",,,,,19,,,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Oh, H; Kim, S; Tsourdos, A; Savvaris, A",,,,"Oh, Hyondong; Kim, Seungkeun; Tsourdos, Antonios; Savvaris, Al",,,,,,,,,,,,,,,,,,,,,"Tsourdos, Antonios/M-2866-2019; Tsourdos, Antonios/M-3620-2013","Tsourdos, Antonios/0000-0002-3966-7633; Tsourdos, Antonios/0000-0002-3966-7633",,,,,12,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Ouyang, HM; Xu, X; Zhang, GM",,,,"Ouyang, Huimin; Xu, Xiang; Zhang, Guangming",,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Wang, ZY; Zlatanova, S",,,,"Wang, Zhiyong; Zlatanova, Sisi",,,,,,,,,,,,,,,,,,,,,"王, 志勇/B-6670-2009; Zlatanova, Sisi/P-5503-2014","Wang, Zhiyong/0000-0003-2219-5542; Zlatanova, Sisi/0000-0002-8766-0487",,,,,34,,,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Wei, XK; Jiang, SY; Li, Y; Li, CL; Jia, LM; Li, YG",,,,"Wei, Xiukun; Jiang, Siyang; Li, Yan; Li, Chenliang; Jia, Limin; Li, Yongguang",,,,,,,,,,,,,,,,,,,,,"Li, Jiaxi/HTS-3430-2023; li, jia/GVT-7587-2022; Jia, li/GPW-8015-2022","Li, Jiaxi/0000-0002-8197-8590; Jia, Limin/0000-0003-2161-4637; Jia, Limin/0000-0002-1561-0405",,,,,24,,,6,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Wongchai, B",,,,"Wongchai, Boonthum",,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Xie, S; Chu, XM; Liu, CG; Liu, JL; Mou, JM",,,,"Xie, Shuo; Chu, Xiumin; Liu, Chenguang; Liu, Jialun; Mou, Junmin",,,,,,,,,,,,,,,,,,,,,"Mou, Jun-min/J-1185-2019; Liu, Chenguang/O-3574-2019","Liu, Chenguang/0000-0002-4130-1243",,,,,33,,,6,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Xin, TY; Roberts, C; Weston, P; Stewart, E",,,,"Xin, Tingyu; Roberts, Clive; Weston, Paul; Stewart, Edward",,,,,,,,,,,,,,,,,,,,,,"Roberts, Clive/0000-0002-1518-2105",,,,,46,,,7,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Xu, HT; Hinostroza, MA; Wang, ZH; Soares, CG",,,,"Xu, Haitong; Hinostroza, M. A.; Wang, Zihao; Guedes Soares, C.",,,,,,,,,,,,,,,,,,,,,"Wang, Zihao/S-7875-2019; Xu, Haitong/R-7024-2018; Soares, Carlos Guedes/AAW-7684-2020","Wang, Zihao/0000-0002-0035-1789; Xu, Haitong/0000-0001-6701-929X; Soares, Carlos Guedes/0000-0002-8570-4263",,,,,48,,,5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zeng, Z; Zhou, HX; Lian, L",,,,"Zeng, Zheng; Zhou, Hexiong; Lian, Lian",,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,7,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhao, Y; Dong, LL",,,,"Zhao, Yang; Dong, Lili",,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zheng, HR; Wu, J; Wu, WM; Zhang, YF",,,,"Zheng, Huarong; Wu, Jun; Wu, Weimin; Zhang, Yifeng",,,,,,,,,,,,,,,,,,,,,", weimin/GYI-9303-2022",", weimin/0000-0002-1567-7917",,,,,35,,,9,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zheng, YF; Yang, C; Wan, HP; Luo, YZ; Li, Y; Yu, Y",,,,"Zheng, Yanfeng; Yang, Chao; Wan, Hua-Ping; Luo, Yaozhi; Li, Yang; Yu, Ying",,,,,,,,,,,,,,,,,,,,,"zheng, yanfeng/H-4233-2013",,,,,,48,,,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhou, J; Shi, DW; Di, CY; Zhang, Y; Cheng, XH",,,,"Zhou, Ji; Shi, Duanwei; Di, Chengyun; Zhang, Yang; Cheng, Xionghao",,,,,,,,,,,,,,,,,,,,,,"Zhou, Ji/0000-0001-8028-0134",,,,,30,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Behroozinia, P; Khaleghian, S; Taheri, S; Mirzaeifar, R",,,,"Behroozinia, Pooya; Khaleghian, Seyedmeysam; Taheri, Saied; Mirzaeifar, Reza",,,,,,,,,,,,,,,,,,,,,"Mirzaeifar, Reza/C-3891-2009","Mirzaeifar, Reza/0000-0003-3427-0714",,,,,42,,,3,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Khalaji, AK; Tourajizadeh, H",,,,"Khalaji, Ali Keymasi; Tourajizadeh, Hami",,,,,,,,,,,,,,,,,,,,,"Keymasi Khalaji, Ali/AAA-6312-2022","Keymasi Khalaji, Ali/0000-0001-5414-6046",,,,,27,,,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Shen, ZP; Wang, Y; Yu, HM; Guo, C",,,,"Shen, Zhipeng; Wang, Yu; Yu, Haomiao; Guo, Chen",,,,,,,,,,,,,,,,,,,,,"于, 浩淼/H-2433-2016","于, 浩淼/0000-0001-6247-8614; wang, yu/0000-0003-4617-8237",,,,,31,,,13,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Xia, YK; Xu, K; Wang, WJ; Xu, GH; Xiang, XB; Li, Y",,,,"Xia, Yingkai; Xu, Kan; Wang, Wenjin; Xu, Guohua; Xiang, Xianbo; Li, Ye",,,,,,,,,,,,,,,,,,,,,"li, ye/GWN-2672-2022; li, ye/D-5633-2016; Wang, Bain/AAH-2966-2019; Xiang, Xianbo/O-7613-2019","li, ye/0000-0002-8102-1959; Wang, Bain/0000-0003-3942-5308; Xiang, Xianbo/0000-0002-6215-9864",,,,,39,,,21,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
J,"Zhou, CH; Gu, SD; Wen, YQ; Du, Z; Xiao, CS; Huang, L; Zhu, M",,,,"Zhou, Chunhui; Gu, Shangding; Wen, Yuanqiao; Du, Zhe; Xiao, Changshi; Huang, Liang; Zhu, Man",,,,,,,,,,,,,,,,,,,,,"Du, Zhe/HNI-0122-2023; huang, liang/AAX-6388-2021","huang, liang/0000-0003-3233-4446",,,,,51,,,7,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-05-23,,0
